SampleType_GrowthCondtion,SampleType,Bacteroidota,Myxococcota,Planctomycetota,Chloroflexi,Acidobacteriota,Firmicutes,Gemmatimonadota,Crenarchaeota,Nitrososphaeraceae
Root_Full N,Root,0.384419383,0.037226202,0.015847987,0.010774803,0.011871708,0.000297078,0.002079548,0.000319931,0.000319931
Root_Low N,Root,0.168071642,0.038356978,0.021474425,0.027048637,0.062595664,0.013090261,0.015831677,0.00948073,0.00948073
Root_Full N,Root,0.237927971,0.071345589,0.022661108,0.029604319,0.046306294,0.001913483,0.02089797,0.002104832,0.002104832
Root_Low N,Root,0.027689612,0.001663154,0.00076175,0.000863317,0.001955158,0.096209024,0.0006094,0.000482442,0.000482442
Root_Full N,Root,0.021977454,0.00706726,0.003085462,0.003378495,0.007015548,0.00396456,0.001930568,0.000810149,0.000810149
Root_Low N,Root,0.077211127,0.028708987,0.007244116,0.012259272,0.023025143,0.009116441,0.010743581,0.003633203,0.003633203
Root_Full N,Root,0.234381205,0.045081251,0.02444681,0.040172827,0.023874954,0.001683796,0.00594094,0.001350214,0.001350214
Root_Low N,Root,0.152386857,0.036701798,0.017420955,0.027154371,0.063608184,0.010601364,0.025356479,0.012709237,0.012709237
Root_Full N,Root,0.055061851,0.010592919,0.008993317,0.010166359,0.021861226,0.028117446,0.005012086,0.000924214,0.000924214
Root_Low N,Root,0.184210526,0.026315789,0.026315789,0,0.052631579,0,0,0,0
Root_Full N,Root,0.245699513,0.035920255,0.010390773,0.009147857,0.00484737,0.002808989,0.001740082,0.000198866,0.000198866
Root_Low N,Root,0.159279053,0.031730064,0.021565545,0.025819973,0.062097873,0.030598344,0.013622551,0.001194593,0.001194593
Root_Full N,Root,0.139901215,0.054305166,0.015859031,0.00865038,0.04784408,0.049045521,0.009638233,0.004965959,0.004965959
Root_Low N,Root,0.18321535,0.05188152,0.041542474,0.037816692,0.0539307,0.00735842,0.014530551,0.006520119,0.006520119
Root_Full N,Root,0.214285714,0.095238095,0,0.047619048,0.071428571,0,0,0,0
Root_Low N,Root,0.155900726,0.045162504,0.019759833,0.020165721,0.061605932,0.022680249,0.012582539,0.006415016,0.006415016
Root_Full N,Root,0.183899902,0.047682703,0.030371489,0.016108118,0.018607884,0.000695122,0.005881803,0.000213884,0.000213884
Root_Low N,Root,0.102003643,0.047074226,0.031989982,0.02885929,0.078153461,0.027834699,0.026070128,0.008652095,0.008652095
Root_Full N,Root,0.199776161,0.055443158,0.016013086,0.02104946,0.045886961,0.018079291,0.016615729,0.005768155,0.005768155
Root_Low N,Root,0.209705676,0.081429573,0.025893483,0.036965662,0.069306237,0.006937631,0.018009811,0.010896987,0.010896987
Root_Full N,Root,0.182460203,0.003338132,0.000730216,0.001074461,0.002201081,0.00414137,0.000803238,0.000855396,0.000855396
Root_Low N,Root,0.215830038,0.011344283,0.003492769,0.004734001,0.00404122,0.018647346,0.002626793,0.000404122,0.000404122
Root_Full N,Root,0.218870625,0.021954848,0.013669999,0.014799751,0.033045247,0.02261387,0.012521418,0.003859986,0.003859986
Root_Low N,Root,0.300133215,0.018827709,0.006571936,0.008614565,0.025133215,0.037477798,0.00777087,0.009058615,0.009058615
Root_Low N,Root,0.371029409,0.004258958,0.004613871,0.002177876,0.002548922,0.00574314,0.001274461,0.00040331,0.00040331
Root_Full N,Root,0.100478469,0.020483849,0.010587806,0.011125843,0.012989758,0.038412021,0.002747833,0.002286659,0.002286659
Root_Low N,Root,0.255088912,0.0384019,0.014582165,0.009336544,0.027283824,0.081620534,0.005938438,0.004255881,0.004255881
Root_Full N,Root,0.20587256,0.030266517,0.010321374,0.010781158,0.014443581,0.001411063,0.002298923,0.000364657,0.000364657
Root_Low N,Root,0.186481843,0.040365688,0.009290684,0.012695147,0.033609791,0.012833022,0.008601307,0.005122603,0.005122603
Root_Full N,Root,0.571324356,0.011368127,0.006717529,0.004984954,0.013982188,0.012553573,0.003525943,0.001762972,0.001762972
Root_Low N,Root,0.141476462,0.070845221,0.036144793,0.028548502,0.081740371,0.022289586,0.015442225,0.01560271,0.01560271
Root_Full N,Root,0.147750987,0.025376492,0.023569693,0.015692049,0.040409059,0.017453678,0.005673349,0.003396782,0.003396782
Root_Low N,Root,0.044802423,0.016026435,0.008371196,0.007930607,0.017761256,0.022662812,0.006608839,0.002065262,0.002065262
Root_Full N,Root,0.233024945,0.011095381,0.003972827,0.00322655,0.012686706,0.000702378,0.002941209,0.001679123,0.001679123
Root_Low N,Root,0.183157348,0.056967284,0.034550805,0.026778605,0.07659685,0.005175697,0.017033062,0.017483123,0.017483123
Root_Full N,Root,0.243681792,0.04968409,0.013785181,0.010482481,0.061602527,0.009190121,0.008041356,0.009261918,0.009261918
Root_Low N,Root,0.174914203,0.066699878,0.012620392,0.016827189,0.028949408,0.011900808,0.013284623,0.004926381,0.004926381
Root_Full N,Root,0.142053027,0.028301887,0.016939047,0.010801711,0.037455285,0.00678614,0.011240093,0.001753525,0.001753525
Root_Low N,Root,0.223150033,0.037281211,0.011082886,0.006247803,0.015108806,0.006380453,0.005684042,0.001797404,0.001797404
Root_Full N,Root,0.25245408,0.098343872,0.022131888,0.021860885,0.024721469,0.002800361,0.005510388,0.000602228,0.000602228
Root_Low N,Root,0.165274147,0.093862758,0.019227994,0.018426159,0.05046747,0.050499543,0.0168706,0.005099668,0.005099668
Root_Full N,Root,0.275968249,0.045923196,0.008720233,0.010095784,0.02472205,0.016203733,0.009704572,0.003924736,0.003924736
Root_Low N,Root,0.115341833,0.06254813,0.039445538,0.044579447,0.149910157,0.014631642,0.02190468,0.018310944,0.018310944
Root_Full N,Root,0.167022516,0.030894151,0.02186853,0.00951087,0.025459369,0.004852484,0.009025621,0.003526139,0.003526139
Root_Low N,Root,0.135311749,0.0449798,0.020795711,0.02226649,0.050825685,0.017519036,0.012101353,0.001135665,0.001135665
Root_Full N,Root,0.33391736,0.004849509,0.002909705,0.00220053,0.004713931,0.000615314,0.001115908,0.000312872,0.000312872
Root_Low N,Root,0.22390672,0.014218982,0.014774222,0.010875469,0.017731481,0.02043526,0.003971176,0.003609062,0.003609062
Root_Full N,Root,0.225908205,0.037710438,0.012865497,0.012688286,0.045401382,0.007832713,0.011731349,0.005989722,0.005989722
Root_Low N,Root,0.398360679,0.020201874,0.003967967,0.006835329,0.004489305,0.001839167,0.001607461,0.000318596,0.000318596
Root_Full N,Root,0.313109042,0.011024008,0.006423866,0.007077141,0.010534052,0.00359301,0.003157494,0.00114323,0.00114323
Root_Low N,Root,0.085339484,0.018055355,0.006126568,0.004937293,0.01055932,0.064545192,0.0047571,0.002666859,0.002666859
Root_Full N,Root,0.126973077,0.031270867,0.008481921,0.009661149,0.023257796,0.009263337,0.010087377,0.004134404,0.004134404
Root_Low N,Root,0.258252427,0.033077602,0.023545387,0.035562496,0.024414421,0.00272931,0.005811664,0.000977663,0.000977663
Root_Full N,Root,0,0,0,0,0,0.755555556,0,0,0
Root_Low N,Root,0.269800759,0.031275117,0.023322382,0.013649375,0.013339162,0.000564024,0.002820119,0.000211509,0.000211509
Root_Full N,Root,0.154109589,0.051369863,0.01369863,0.02739726,0.030821918,0.003424658,0.003424658,0,0
Root_Low N,Root,0.347668799,0.032703383,0.006309148,0.006945851,0.004225393,0.001736463,0.001302347,0.000115764,0.000115764
Root_Low N,Root,0.23197068,0.02283057,0.005057405,0.004256102,0.008577884,0.001576334,0.002128051,0.000604261,0.000604261
Root_Full N,Root,0.18280391,0.117745877,0.023404093,0.033292608,0.04447923,0.014584606,0.015310018,0.005574221,0.005574221
Root_Low N,Root,0.288457156,0.030010825,0.008645738,0.015795921,0.020994758,0.012149613,0.003560848,0.002734731,0.002734731
Root_Full N,Root,0.115092924,0.037336445,0.017126427,0.007500625,0.039794983,0.006417201,0.011542629,0.002333528,0.002333528
Root_Low N,Root,0.20799474,0.057856673,0.024904668,0.011439842,0.018540434,0.005785667,0.004444444,0.0034714,0.0034714
Root_Full N,Root,0.206806403,0.047501108,0.025042425,0.013683132,0.024751945,0.001360669,0.006436423,0.000259903,0.000259903
Root_Low N,Root,0.129314601,0.048161946,0.016248485,0.021410297,0.058395799,0.037928094,0.017325733,0.007675389,0.007675389
Root_Full N,Root,0.253688693,0.036681484,0.006126032,0.006536924,0.008778155,0.000989877,0.002390647,0.000410892,0.000410892
Root_Low N,Root,0.109840173,0.016322428,0.008408953,0.00938575,0.015784482,0.09966166,0.005634281,0.002534011,0.002534011
Root_Full N,Root,0.202900415,0.025291328,0.010054038,0.009778333,0.020788148,0.017020182,0.004944308,0.002095357,0.002095357
Root_Low N,Root,0.273813608,0.027672956,0.016548232,0.007359307,0.009572817,0.000359389,0.007726864,9.80E-05,9.80E-05
Root_Full N,Root,0.160942827,0.048574393,0.009536987,0.018184514,0.048969709,0.025300193,0.017739784,0.004842615,0.004842615
Root_Low N,Root,0.180865122,0.047044313,0.019146624,0.028837401,0.052418289,0.007693889,0.010630488,0.007047837,0.007047837
Root_Full N,Root,0.122657726,0.014727415,0.021093733,0.011565478,0.015830911,0.002100885,0.001909895,0.000127326,6.37E-05
Root_Full N,Root,0.156244084,0.034391367,0.006121032,0.008708273,0.03590585,0.008140342,0.006184136,0.000126207,0.000126207
Root_Low N,Root,0.196594082,0.026577331,0.01080402,0.012869905,0.016471245,0.008347292,0.005415969,0.001563372,0.001563372
Root_Full N,Root,0.238582677,0.070727189,0.019777675,0.02130616,0.038397406,0.005141269,0.01310792,0.004492821,0.004492821
Root_Low N,Root,0.202090592,0.069686411,0.027874564,0.013937282,0.087108014,0.038327526,0.006968641,0.013937282,0.013937282
Root_Full N,Root,0.168965517,0.051829913,0.038713772,0.031838375,0.069452084,0.003004019,0.010556378,0.006579226,0.006579226
Root_Low N,Root,0.189925316,0.03078799,0.021704009,0.007636031,0.012101814,0.001569883,0.007270233,0.000426764,0.000426764
Root_Full N,Root,0.298752157,0.054615248,0.02006726,0.023950175,0.060821275,0.004823222,0.017788398,0.014093544,0.014093544
Root_Low N,Root,0.109316813,0.034559566,0.022413253,0.013851669,0.04639265,0.030000348,0.010614972,0.007378276,0.007378276
Root_Low N,Root,0.166789668,0.069151292,0.029704797,0.029594096,0.068118081,0.016383764,0.024317343,0.004428044,0.004428044
Root_Full N,Root,0.229855015,0.043372127,0.030427064,0.016569681,0.040955716,0.005375284,0.00675609,0.006904034,0.006904034
Root_Low N,Root,0.168101266,0.048423475,0.021403913,0.016846951,0.031668585,0.004556962,0.006720368,0.002393556,0.002393556
Root_Full N,Root,0.177227749,0.008929271,0.020312786,0.002898097,0.005039033,0.000365526,0.001775411,5.22E-05,5.22E-05
Root_Low N,Root,0.345877602,0.01521375,0.007939604,0.005530187,0.010096606,0.001285023,0.001835747,0.001239129,0.001239129
Root_Full N,Root,0.175814777,0.027223123,0.005987318,0.008582805,0.018861525,0.008066657,0.008125645,0.001179767,0.001179767
Root_Low N,Root,0.232064311,0.040194145,0.019262855,0.032913696,0.056726831,0.043379342,0.015015926,0.007280449,0.007280449
Root_Full N,Root,0.13505257,0.020672077,0.011451169,0.006353431,0.013531495,0.002904961,0.00367337,0.000412317,0.000412317
Root_Low N,Root,0.218329596,0.047731977,0.023542601,0.027035185,0.057498275,0.017010176,0.020114695,0.001940324,0.001940324
Root_Full N,Root,0.610112102,0.013269275,0.001670098,0.001784489,0.004438344,0.001121025,0.000892244,0.000160146,0.000160146
Root_Low N,Root,0.291933419,0.03757088,0.012694348,0.012548015,0.018693982,0.008999451,0.007133711,0.001499909,0.001499909
Root_Full N,Root,0.341655109,0.020465403,0.011558021,0.0115272,0.015533981,0.004777315,0.00554785,0.001756819,0.001756819
Root_Low N,Root,0.421136034,0.018223321,0.001792149,0.004093644,0.00543304,0.000811183,0.002018525,0.000264106,0.000264106
Root_Full N,Root,0.504849738,0.001033551,0.000278264,0.000132506,0.000649282,0.000238512,0.000172258,0.000145757,0.000145757
Root_Low N,Root,0.18212458,0.05973147,0.015091069,0.013220162,0.021625488,0.002985198,0.007579926,0.00033016,0.00033016
Root_Full N,Root,0.169583258,0.036382224,0.012087317,0.017559685,0.047687774,0.009200794,0.0155752,0.007998076,0.007998076
Root_Low N,Root,0.101164483,0.041640674,0.015647744,0.022717821,0.039249324,0.021678104,0.012372635,0.005302558,0.005302558
Root_Full N,Root,0.317543542,0.015819924,0.02003857,0.015247393,0.020309769,0.000723197,0.004278913,0.000451998,0.000451998
Root_Low N,Root,0.212169487,0.034150004,0.016937669,0.016608071,0.0313118,0.001940965,0.009155497,0.004779169,0.004779169
Root_Full N,Root,0.196393884,0.092220691,0.017106335,0.020302024,0.038708566,0.000924243,0.003681308,0.000704931,0.000689266
Root_Low N,Root,0.175933891,0.035609082,0.043168843,0.035061651,0.037407784,0.004249107,0.013842183,0.002320065,0.002320065
Root_Full N,Root,0.172013335,0.038615239,0.00821319,0.013644493,0.030335813,0.008654759,0.009250878,0.0014351,0.0014351
Root_Low N,Root,0.24880433,0.050490854,0.017935056,0.033625608,0.029807854,0.006796442,0.006230072,0.00069223,0.00069223
Root_Full N,Root,0.137428504,0.025816814,0.011739664,0.011635195,0.016127347,0.028859464,0.000992452,0.000104469,0.000104469
Root_Low N,Root,0.202296167,0.066277486,0.016345593,0.033119284,0.037127846,0.011831096,0.016812609,0.000116754,0.000116754
Root_Full N,Root,0.2645,0.051277778,0.011722222,0.0175,0.049277778,0.015222222,0.015222222,0.008555556,0.008555556
Root_Low N,Root,0.112820513,0.061538462,0.056410256,0.005128205,0.035897436,0.005128205,0.030769231,0,0
Root_Full N,Root,0.138545383,0.035778875,0.019086954,0.014296886,0.029351386,0.017522851,0.007551689,0.001637421,0.001637421
Root_Low N,Root,0.101763318,0.035494019,0.014508051,0.007036715,0.014466658,0.001179685,0.005919119,0.000269051,0.000269051
Root_Full N,Root,0.243140163,0.098209556,0.016421231,0.016421231,0.04174171,0.013136985,0.015997457,0.0080517,0.0080517
Root_Low N,Root,0.13536266,0.020876406,0.012320154,0.005099823,0.007750459,0.002141714,0.002809674,0.001007242,0.001007242
Root_Full N,Root,0.27045415,0.059394632,0.00933628,0.019988578,0.018771882,0.004047377,0.005512378,0.00186229,0.00186229
Root_Low N,Root,0.110255513,0.055048207,0.012027874,0.016959939,0.03923378,0.011805136,0.022273841,0.007127629,0.007127629
Root_Full N,Root,0.329619096,0.022447437,0.018667195,0.005238335,0.016669067,0.002016129,0.001692108,0.000414026,0.000414026
Root_Low N,Root,0.204018328,0.041994048,0.027838574,0.017052701,0.015793037,0.000456628,0.006014896,0.00018895,0.00018895
Root_Full N,Root,0.239821528,0.015616286,0.009481316,0.008923592,0.018962632,0.003904071,0.006692694,0.001115449,0.001115449
Root_Low N,Root,0.057471264,0.034482759,0,0,0.022988506,0.022988506,0.011494253,0.022988506,0.022988506
Root_Full N,Root,0.551174302,0.00715409,0.002172008,0.002423367,0.002784295,0.000534945,0.00101833,0.000547836,0.000547836
Root_Low N,Root,0.145439473,0.026002386,0.012960754,0.010615282,0.021998908,0.007198172,0.006146754,0.002183715,0.002183715
Root_Full N,Root,0.123456038,0.0687395,0.027749972,0.02079507,0.016834519,0.00407371,0.014902118,0.000287249,0.000287249
Root_Low N,Root,0.162388828,0.051392573,0.029392261,0.021239663,0.049793259,0.01010298,0.014686379,0.001599313,0.001599313
Root_Full N,Root,0.247414191,0.068548653,0.015745438,0.014263127,0.053231438,0.016338362,0.014394888,0.003755188,0.003755188
Root_Low N,Root,0.218491752,0.021701938,0.008709808,0.008212105,0.017025601,0.001472372,0.004977033,0.001638273,0.001638273
Root_Full N,Root,0.228527799,0.107864233,0.019740404,0.014881655,0.019212883,0.003317832,0.015159298,0.00162421,0.00162421
Root_Low N,Root,0.206964101,0.047674598,0.021966412,0.016001585,0.059912398,0.006471067,0.013294301,0.025135914,0.025135914
Root_Full N,Root,0.282474509,0.031273196,0.017677853,0.015490096,0.01838106,0.000214869,0.004922452,5.86E-05,5.86E-05
Root_Low N,Root,0.213347375,0.039815302,0.017781198,0.024126804,0.021588562,0.001161111,0.004806459,0.000864083,0.000864083
Root_Full N,Root,0.255884497,0.046112587,0.01430766,0.020153101,0.028576264,0.012432953,0.013279175,0.008761652,0.008761652
Root_Low N,Root,0.152299303,0.059297549,0.021989683,0.026664986,0.046080625,0.009812883,0.018217922,0.005883527,0.005883527
Root_Full N,Root,0.187486058,0.063685032,0.020298907,0.031006023,0.055320098,0.008364934,0.013830025,0.01226857,0.01226857
Root_Low N,Root,0.231109744,0.054898762,0.022039746,0.019859844,0.056409982,0.004333057,0.025396528,0.01340038,0.01340038
Root_Full N,Root,0.149884768,0.03782461,0.012034023,0.011059897,0.020646725,0.024269999,0.014659412,0.001413671,0.001413671
Root_Low N,Root,0.17687638,0.049806843,0.016004415,0.023868653,0.042080574,0.015038631,0.014762693,0.004277042,0.004277042
Root_Full N,Root,0.127837977,0.027347781,0.00374097,0.014576883,0.006965944,0.001547988,0.001676987,0.000257998,0.000257998
Root_Low N,Root,0.327152355,0.071857379,0.002636968,0.001711224,0.003380369,0.003562712,0.00192162,0.000308581,0.000308581
Root_Full N,Root,0.255491853,0.018903797,0.005890813,0.009446973,0.017229151,0.00964399,0.007870836,0.001989873,0.001989873
Root_Low N,Root,0.521047368,0.024456769,0.011546504,0.011334364,0.023608207,0.010273661,0.005061066,0.006636967,0.006636967
Root_Full N,Root,0.201225829,0.027904869,0.010941816,0.012279869,0.016811982,0.001812845,0.003647272,0.000194233,0.000194233
Root_Low N,Root,0.129824666,0.063431273,0.023053677,0.026210281,0.03704147,0.002603076,0.007644665,0.000478727,0.000478727
Root_Full N,Root,0.190597006,0.065795442,0.016257512,0.006477492,0.016129947,0.001431568,0.004932532,0.000240957,0.000240957
Root_Low N,Root,0.212180747,0.027504912,0.013752456,0.00589391,0.001964637,0.011787819,0.007858546,0.003929273,0.003929273
Root_Full N,Root,0.141068296,0.072303551,0.024711149,0.014608917,0.042359809,0.005096485,0.015803642,0.002812897,0.002812897
Root_Low N,Root,0.188829013,0.055272357,0.019953394,0.018496941,0.053451791,0.027818235,0.025269444,0.00502476,0.00502476
Root_Full N,Root,0.200244331,0.053474217,0.01260234,0.023747267,0.029041108,0.006879849,0.012366582,0.003514938,0.003514938
Root_Low N,Root,0.192086983,0.036242827,0.021443673,0.023557838,0.035034733,0.038659015,0.010872848,0.006342495,0.006342495
Root_Full N,Root,0.267031119,0.037925778,0.008489277,0.010828427,0.021420311,0.010276493,0.008462994,0.003285324,0.003285324
Root_Low N,Root,0.111567689,0.024430059,0.009372361,0.009513088,0.034843794,0.009344216,0.003574444,0.000900647,0.000675486
Root_Full N,Root,0.232469721,0.055631769,0.017161186,0.018559166,0.012509962,0.001469839,0.002893949,0.000287435,0.000287435
Root_Low N,Root,0.104779412,0.030567227,0.025472689,0.033928571,0.070220588,0.015388655,0.015966387,0.010189076,0.010189076
Root_Full N,Root,0.094657307,0.007066067,0.006179893,0.005387001,0.00995779,0.009864509,0.001375901,0.000139922,0.000139922
Root_Low N,Root,0.21685254,0.022304833,0.006195787,0.018587361,0.027261462,0.02354399,0.007434944,0,0
Root_Full N,Root,0.242700125,0.044755566,0.012444852,0.011424783,0.027184862,0.017902226,0.004845332,0.001045572,0.001045572
Root_Low N,Root,0.340479193,0.041907789,0.00708252,0.009034532,0.004646824,0.00801534,0.001520151,0.000362763,0.000362763
Root_Full N,Root,0.148656009,0.050267517,0.029122481,0.027264281,0.050748086,0.034600968,0.024156601,0.006087207,0.006087207
Root_Low N,Root,0.161730454,0.017378961,0.010832564,0.008985791,0.012899847,0.002673686,0.004630714,0.000882041,0.000882041
Root_Full N,Root,0.323095105,0.020802623,0.006976567,0.009492706,0.008374422,0.001639303,0.001842627,0.001194531,0.001194531
Root_Low N,Root,0.217203714,0.058847624,0.023839432,0.020617149,0.049699618,0.008410705,0.01941562,0.009885309,0.009885309
Root_Full N,Root,0.255093966,0.032047478,0.009924167,0.020046159,0.029871414,0.00501154,0.008275635,0.005868777,0.005868777
Root_Low N,Root,0.142801191,0.04511985,0.033369889,0.025497415,0.046647345,0.017037443,0.007754974,0.007167476,0.007167476
Root_Full N,Root,0.295005284,0.044623635,0.010040318,0.014404822,0.023035973,0.001076447,0.004031785,0.00054801,0.00054801
Root_Low N,Root,0.057494536,0.027171287,0.011526516,0.010606235,0.023329115,0.008696652,0.010537214,0.001564477,0.001564477
Root_Full N,Root,0.261533506,0.050103257,0.023739603,0.013811788,0.056677592,0.006062788,0.009681514,0.004660768,0.004660768
Root_Low N,Root,0.129072682,0.021470343,0.017878028,0.0267335,0.054469507,0.021888053,0.011027569,0.009106099,0.009106099
Leaf_Full N,Leaf,0.344886461,0,0,0,0,0.022195663,0,0,0
Leaf_Low N,Leaf,0.393581081,0,0,0,0,0.007601351,0,0,0
Leaf_Full N,Leaf,0.294576456,0.003537094,0.000906947,0.001088337,0.0017232,0.011699619,0.000272084,0.000362779,0.000362779
Leaf_Low N,Leaf,0,0,0,0,0,0,0,0,0
Leaf_Full N,Leaf,0.1983529,0.000116816,0,0,0.002277904,0.005198294,5.84E-05,0,0
Leaf_Low N,Leaf,0.158569602,0,0,0,0.000488832,0.003421824,0.00030082,0,0
Leaf_Full N,Leaf,0.165329053,0.009630819,0,0,0.020866774,0.014446228,0,0.001605136,0.001605136
Leaf_Low N,Leaf,0.161794355,0,0,0,0,0.001008065,0,0,0
Leaf_Full N,Leaf,0.03645506,0,0,0,0,0.004399749,0,0,0
Leaf_Low N,Leaf,0.105226481,0,0,0,0,0.003135889,0,0.003484321,0.003484321
Leaf_Full N,Leaf,0.391268191,0,0.0004158,0,0.0004158,0.022869023,0,0,0
Leaf_Low N,Leaf,0.278458844,0.00525394,0.001751313,0,0.001751313,0.008756567,0,0,0
Leaf_Full N,Leaf,0.06043956,0,0.002747253,0,0,0.195054945,0,0,0
Leaf_Low N,Leaf,0.230769231,0,0,0,0,0.128205128,0,0,0
Leaf_Full N,Leaf,0.241066111,0,0,0,0.000148898,0.000446694,0,0.000148898,0.000148898
Leaf_Low N,Leaf,0.033320889,4.67E-05,0,0,0,0.000840022,0,0,0
Leaf_Full N,Leaf,0.552929085,0,0,0,0,0.000790576,0,0,0
Leaf_Low N,Leaf,0.155814998,0,0,0,0,0.003143242,0,0,0
Leaf_Full N,Leaf,0.1500491,0.005040917,0.001243863,0.001505728,0.008314239,0.012635025,0.002094926,0.00314239,0.00314239
Leaf_Full N,Leaf,0.097511697,0.00420034,0.000372182,0,0,0.002711612,0,0,0
Leaf_Low N,Leaf,0.128314799,0,0,0,0.001710864,0.01283148,0,0,0
Leaf_Full N,Leaf,0.1862964,0.001814122,6.98E-05,6.98E-05,0.000976835,0.005651689,0,0,0
Leaf_Low N,Leaf,0.130707252,0,0,0,0.017009848,0.138764548,0,0,0
Leaf_Full N,Leaf,0.140542577,0,0,0,0.00037679,0.00037679,0,0,0
Leaf_Low N,Leaf,0.033172217,0,0,0,6.62E-05,0.000529696,0,0,0
Leaf_Full N,Leaf,0.275921706,0.000501059,0.001228402,0.000387916,0.002974026,0.021868787,0,0,0
Leaf_Low N,Leaf,0.286020354,0.00374933,0.001606856,0.00374933,0.006427424,0.006963042,0,0.001606856,0.001606856
Leaf_Full N,Leaf,0.080645161,0,0,0,0.016129032,0.016129032,0,0,0
Leaf_Low N,Leaf,0.198668147,0,0,0,0,0.007769145,0,0,0
Leaf_Full N,Leaf,0.015873016,0.002267574,0,0,0,0.011337868,0,0,0
Leaf_Low N,Leaf,0.277044855,0,0,0.002638522,0,0.01055409,0,0,0
Leaf_Full N,Leaf,0.082936778,0.005438477,0.002379334,0.001019714,0.002039429,0.074439157,0.001359619,0,0
Leaf_Low N,Leaf,0.063198494,1.52E-05,0,0,0,0.437059645,0,0,0
Leaf_Full N,Leaf,0.125393125,0,0,0,0.001480001,0.000444,0.000740001,0,0
Leaf_Low N,Leaf,0.185313071,1.85E-05,9.23E-06,1.85E-05,4.62E-05,0.001754159,2.77E-05,9.23E-06,9.23E-06
Leaf_Full N,Leaf,0.204313444,0.015073089,0.007548526,0.003498682,0.005871076,0.015264798,0.003594536,0,0
Leaf_Low N,Leaf,0.177440633,0,0,0,0.000219877,0.012972735,0,0,0
Leaf_Full N,Leaf,0.068062667,1.53E-05,0,0,0,0.200846185,0,0,0
Leaf_Low N,Leaf,0.276131432,0,0.000619963,0,0.00049597,0.068195908,0,0.000371978,0.000371978
Leaf_Full N,Leaf,0.394575544,0.003141281,0,0.001302482,0.003524364,0.068342017,0,0.002451732,0.001302482
Leaf_Low N,Leaf,0.092085016,0,0,1.52E-05,0,0.001020797,0,0,0
Leaf_Full N,Leaf,0.09823921,0,0,0,0.000536826,0.001073653,0,0,0
Leaf_Low N,Leaf,0.125994695,0.00397878,0.0066313,0.00397878,0.019893899,0.037135279,0.00265252,0,0
Leaf_Full N,Leaf,0.181034483,0.00862069,0,0,0.017241379,0.043103448,0,0,0
Leaf_Low N,Leaf,0.018820346,0.000164012,0.000102507,0.000164012,0.000164012,0.010455748,4.10E-05,2.05E-05,2.05E-05
Leaf_Full N,Leaf,0.122340426,0.037234043,0.021276596,0.015957447,0,0.04787234,0,0,0
Leaf_Low N,Leaf,0.060444855,1.17E-05,0,1.75E-05,1.75E-05,0.085338721,2.34E-05,0,0
Leaf_Full N,Leaf,0.423834725,0,0,0,6.38E-05,0.000701396,0,0,0
Leaf_Low N,Leaf,0.423027167,0.019404916,0.003880983,0.002587322,0.005174644,0.015523933,0.005174644,0,0
Leaf_Full N,Leaf,0.154198355,0.000388018,0,0,0.007294738,0.001396865,0.000388018,0,0
Leaf_Low N,Leaf,0.133132703,0,0,0,0,0.000143308,0,0,0
Leaf_Full N,Leaf,0.508944028,0,0,0,0.000577034,0.002596653,0.000288517,0.000288517,0.000288517
Leaf_Low N,Leaf,0.302805281,0,0,0,0.00067038,0.002784653,0,0.000257838,0.000257838
Leaf_Full N,Leaf,0.34816954,0.006200629,0.001443982,0.001019281,0.002123503,0.028030239,0.000594581,0,0
Leaf_Low N,Leaf,0.117647059,0,0.000282805,0.001414027,0,0.023472851,0,0.000848416,0.000848416
Leaf_Full N,Leaf,0.347298632,0.000282127,0.001974891,0.00352659,0.007053181,0.04909014,0,0,0
Leaf_Low N,Leaf,0.364137156,0.000112423,0,0.000112423,0.000112423,0.011467116,0,0,0
Leaf_Full N,Leaf,0.091707043,0,0,7.02E-05,0,0.002387473,7.02E-05,3.51E-05,3.51E-05
Leaf_Low N,Leaf,0.358765259,0,0,0,0,0.001275765,0,0,0
Leaf_Full N,Leaf,0.53923101,0.000833594,0,0.000625195,0.001458789,0.009794728,0.001562988,0,0
Leaf_Low N,Leaf,0.370587088,0,0,0,0.000877706,0.014238346,0,0,0
Leaf_Full N,Leaf,0.395570716,0.000138523,6.93E-05,0,0,0.00789583,0,0,0
Leaf_Low N,Leaf,0.276368991,0.000249588,0,0.000474218,0.000224629,0.001871911,0,0.000124794,0.000124794
Leaf_Full N,Leaf,0.379086148,0.000361206,0,0,0,0.005418096,0,0.000180603,0.000180603
Leaf_Low N,Leaf,0.507839826,0,0,0.000301532,6.03E-05,0.002110722,0,0,0
Leaf_Full N,Leaf,0.535002555,0,0,0.000255493,0,0,0,0,0
Leaf_Low N,Leaf,0.51195941,0,0,0,4.03E-05,0.000644278,0,0,0
Leaf_Full N,Leaf,0.36699833,0.000139159,3.48E-05,0.000730587,6.96E-05,0.005462009,0,0,0
Leaf_Low N,Leaf,0.507322955,0,0,0.000141849,7.09E-05,0.000141849,0,0,0
Leaf_Full N,Leaf,0.527002766,1.62E-05,0,0,0,0.001116017,0,0.00019409,0.00019409
Leaf_Low N,Leaf,0.182367012,5.70E-05,5.70E-05,0.000170862,0.000341725,0.025743251,5.70E-05,0,0
