id	SampleType	GrowthCondtion	Genotype	SorghumType	Variety	GrowthCondtion_Variety	Variety_GrowthCondtion	SampleType_GrowthCondtion	GrowthCondtion_SampleType	SampleType_Variety	Variety_SampleType	Variety_SampleType_GrowthCondtion	SampleType_Variety_GrowthCondtion	shannon_entropy
CC0812LS6L0718177780	Leaf	Low N	S6	ChineseAmber	Sweet	Low N_Sweet	Sweet_Low N	Leaf_Low N	Low N_Leaf	Leaf_Sweet	Sweet_Leaf	Sweet_Leaf_Low N	Leaf_Sweet_Low N	3.941357776
CC0815LE1L0718177783	Leaf	Low N	E1	PI329311	Energy	Low N_Energy	Energy_Low N	Leaf_Low N	Low N_Leaf	Leaf_Energy	Energy_Leaf	Energy_Leaf_Low N	Leaf_Energy_Low N	3.237306846
CC0817FE7L0718177311	Leaf	Full N	E7	NTJ2	Energy	Full N_Energy	Energy_Full N	Leaf_Full N	Full N_Leaf	Leaf_Energy	Energy_Leaf	Energy_Leaf_Full N	Leaf_Energy_Full N	3.223240703
CC0818LS3L0718177786	Leaf	Low N	S3	ICSV700	Sweet	Low N_Sweet	Sweet_Low N	Leaf_Low N	Low N_Leaf	Leaf_Sweet	Sweet_Leaf	Sweet_Leaf_Low N	Leaf_Sweet_Low N	2.448364397
CC0819LE11L0718177787	Leaf	Low N	E11	PI506069	Energy	Low N_Energy	Energy_Low N	Leaf_Low N	Low N_Leaf	Leaf_Energy	Energy_Leaf	Energy_Leaf_Low N	Leaf_Energy_Low N	2.815683986
CC0821LE14L0718176068	Leaf	Low N	E14	Grassl	Energy	Low N_Energy	Energy_Low N	Leaf_Low N	Low N_Leaf	Leaf_Energy	Energy_Leaf	Energy_Leaf_Low N	Leaf_Energy_Low N	3.37343879
CC0822FS5L0718177768	Leaf	Full N	S5	Leoti	Sweet	Full N_Sweet	Sweet_Full N	Leaf_Full N	Full N_Leaf	Leaf_Sweet	Sweet_Leaf	Sweet_Leaf_Full N	Leaf_Sweet_Full N	3.332833706
CC0823FE13L0718177769	Leaf	Full N	E13	PI297130	Energy	Full N_Energy	Energy_Full N	Leaf_Full N	Full N_Leaf	Leaf_Energy	Energy_Leaf	Energy_Leaf_Full N	Leaf_Energy_Full N	3.23552237
CC0823LE13L0718177790	Leaf	Low N	E13	PI297130	Energy	Low N_Energy	Energy_Low N	Leaf_Low N	Low N_Leaf	Leaf_Energy	Energy_Leaf	Energy_Leaf_Low N	Leaf_Energy_Low N	4.139062467
CC0824LE3L0718177791	Leaf	Low N	E3	PI505735	Energy	Low N_Energy	Energy_Low N	Leaf_Low N	Low N_Leaf	Leaf_Energy	Energy_Leaf	Energy_Leaf_Low N	Leaf_Energy_Low N	3.400898401
CC01FNPS30718176402	Soil Between Rows	Full N	No Plant Soil	No Plant Soil	No Plant Soil	Full N_No Plant Soil	No Plant Soil_Full N	Soil Between Rows_Full N	Full N_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil_Full N	No Plant Soil_No Plant Soil_Full N	10.54734856
CC01FNPS40718176403	Soil Between Rows	Full N	No Plant Soil	No Plant Soil	No Plant Soil	Full N_No Plant Soil	No Plant Soil_Full N	Soil Between Rows_Full N	Full N_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil_Full N	No Plant Soil_No Plant Soil_Full N	10.49953153
CC01LNPS10718176400	Soil Between Rows	Low N	No Plant Soil	No Plant Soil	No Plant Soil	Low N_No Plant Soil	No Plant Soil_Low N	Soil Between Rows_Low N	Low N_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil_Low N	No Plant Soil_No Plant Soil_Low N	10.75315616
CC01LNPS20718176401	Soil Between Rows	Low N	No Plant Soil	No Plant Soil	No Plant Soil	Low N_No Plant Soil	No Plant Soil_Low N	Soil Between Rows_Low N	Low N_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil_Low N	No Plant Soil_No Plant Soil_Low N	10.64263283
CC02FNPS70718176406	Soil Between Rows	Full N	No Plant Soil	No Plant Soil	No Plant Soil	Full N_No Plant Soil	No Plant Soil_Full N	Soil Between Rows_Full N	Full N_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil_Full N	No Plant Soil_No Plant Soil_Full N	10.71621745
CC02FNPS80718176407	Soil Between Rows	Full N	No Plant Soil	No Plant Soil	No Plant Soil	Full N_No Plant Soil	No Plant Soil_Full N	Soil Between Rows_Full N	Full N_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil_Full N	No Plant Soil_No Plant Soil_Full N	9.893328373
CC02LNPS60718176405	Soil Between Rows	Low N	No Plant Soil	No Plant Soil	No Plant Soil	Low N_No Plant Soil	No Plant Soil_Low N	Soil Between Rows_Low N	Low N_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil_Low N	No Plant Soil_No Plant Soil_Low N	10.67726869
CC03FNPS100718176409	Soil Between Rows	Full N	No Plant Soil	No Plant Soil	No Plant Soil	Full N_No Plant Soil	No Plant Soil_Full N	Soil Between Rows_Full N	Full N_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil_Full N	No Plant Soil_No Plant Soil_Full N	10.41733494
CC03FNPS90718176408	Soil Between Rows	Full N	No Plant Soil	No Plant Soil	No Plant Soil	Full N_No Plant Soil	No Plant Soil_Full N	Soil Between Rows_Full N	Full N_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil_Full N	No Plant Soil_No Plant Soil_Full N	10.71886137
CC03LNPS110718176410	Soil Between Rows	Low N	No Plant Soil	No Plant Soil	No Plant Soil	Low N_No Plant Soil	No Plant Soil_Low N	Soil Between Rows_Low N	Low N_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil_Low N	No Plant Soil_No Plant Soil_Low N	10.65297875
CC03LNPS120718176411	Soil Between Rows	Low N	No Plant Soil	No Plant Soil	No Plant Soil	Low N_No Plant Soil	No Plant Soil_Low N	Soil Between Rows_Low N	Low N_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil_Low N	No Plant Soil_No Plant Soil_Low N	10.11510891
CC04FNPS150718176414	Soil Between Rows	Full N	No Plant Soil	No Plant Soil	No Plant Soil	Full N_No Plant Soil	No Plant Soil_Full N	Soil Between Rows_Full N	Full N_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil_Full N	No Plant Soil_No Plant Soil_Full N	10.45444464
CC04FNPS160718176415	Soil Between Rows	Full N	No Plant Soil	No Plant Soil	No Plant Soil	Full N_No Plant Soil	No Plant Soil_Full N	Soil Between Rows_Full N	Full N_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil_Full N	No Plant Soil_No Plant Soil_Full N	10.99837719
CC04LNPS130718176412	Soil Between Rows	Low N	No Plant Soil	No Plant Soil	No Plant Soil	Low N_No Plant Soil	No Plant Soil_Low N	Soil Between Rows_Low N	Low N_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil_Low N	No Plant Soil_No Plant Soil_Low N	10.99509194
CC05FNPS170718176416	Soil Between Rows	Full N	No Plant Soil	No Plant Soil	No Plant Soil	Full N_No Plant Soil	No Plant Soil_Full N	Soil Between Rows_Full N	Full N_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil_Full N	No Plant Soil_No Plant Soil_Full N	10.81784043
CC05FNPS180718176417	Soil Between Rows	Full N	No Plant Soil	No Plant Soil	No Plant Soil	Full N_No Plant Soil	No Plant Soil_Full N	Soil Between Rows_Full N	Full N_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil_Full N	No Plant Soil_No Plant Soil_Full N	10.86346824
CC05LNPS190718176418	Soil Between Rows	Low N	No Plant Soil	No Plant Soil	No Plant Soil	Low N_No Plant Soil	No Plant Soil_Low N	Soil Between Rows_Low N	Low N_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil_Low N	No Plant Soil_No Plant Soil_Low N	10.83114441
CC05LNPS200718176419	Soil Between Rows	Low N	No Plant Soil	No Plant Soil	No Plant Soil	Low N_No Plant Soil	No Plant Soil_Low N	Soil Between Rows_Low N	Low N_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil_Low N	No Plant Soil_No Plant Soil_Low N	11.05806638
CC06FNPS210718176420	Soil Between Rows	Full N	No Plant Soil	No Plant Soil	No Plant Soil	Full N_No Plant Soil	No Plant Soil_Full N	Soil Between Rows_Full N	Full N_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil_Full N	No Plant Soil_No Plant Soil_Full N	10.71218919
CC06FNPS220718176421	Soil Between Rows	Full N	No Plant Soil	No Plant Soil	No Plant Soil	Full N_No Plant Soil	No Plant Soil_Full N	Soil Between Rows_Full N	Full N_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil_Full N	No Plant Soil_No Plant Soil_Full N	10.79486283
CC06LNPS230718176422	Soil Between Rows	Low N	No Plant Soil	No Plant Soil	No Plant Soil	Low N_No Plant Soil	No Plant Soil_Low N	Soil Between Rows_Low N	Low N_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil_Low N	No Plant Soil_No Plant Soil_Low N	10.78964018
CC06LNPS240718176423	Soil Between Rows	Low N	No Plant Soil	No Plant Soil	No Plant Soil	Low N_No Plant Soil	No Plant Soil_Low N	Soil Between Rows_Low N	Low N_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil_Low N	No Plant Soil_No Plant Soil_Low N	10.83669041
CC07FNPS270718176426	Soil Between Rows	Full N	No Plant Soil	No Plant Soil	No Plant Soil	Full N_No Plant Soil	No Plant Soil_Full N	Soil Between Rows_Full N	Full N_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil_Full N	No Plant Soil_No Plant Soil_Full N	11.0527689
CC07FNPS280718176427	Soil Between Rows	Full N	No Plant Soil	No Plant Soil	No Plant Soil	Full N_No Plant Soil	No Plant Soil_Full N	Soil Between Rows_Full N	Full N_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil_Full N	No Plant Soil_No Plant Soil_Full N	9.936924173
CC07LNPS250718176424	Soil Between Rows	Low N	No Plant Soil	No Plant Soil	No Plant Soil	Low N_No Plant Soil	No Plant Soil_Low N	Soil Between Rows_Low N	Low N_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil_Low N	No Plant Soil_No Plant Soil_Low N	10.79705921
CC07LNPS260718176425	Soil Between Rows	Low N	No Plant Soil	No Plant Soil	No Plant Soil	Low N_No Plant Soil	No Plant Soil_Low N	Soil Between Rows_Low N	Low N_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil_Low N	No Plant Soil_No Plant Soil_Low N	10.80164384
CC08FNPS290718176428	Soil Between Rows	Full N	No Plant Soil	No Plant Soil	No Plant Soil	Full N_No Plant Soil	No Plant Soil_Full N	Soil Between Rows_Full N	Full N_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil_Full N	No Plant Soil_No Plant Soil_Full N	10.83584456
CC08FNPS300718176429	Soil Between Rows	Full N	No Plant Soil	No Plant Soil	No Plant Soil	Full N_No Plant Soil	No Plant Soil_Full N	Soil Between Rows_Full N	Full N_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil_Full N	No Plant Soil_No Plant Soil_Full N	10.87560203
CC08LNPS310718176430	Soil Between Rows	Low N	No Plant Soil	No Plant Soil	No Plant Soil	Low N_No Plant Soil	No Plant Soil_Low N	Soil Between Rows_Low N	Low N_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil_Low N	No Plant Soil_No Plant Soil_Low N	10.89984995
CC08LNPS320718176431	Soil Between Rows	Low N	No Plant Soil	No Plant Soil	No Plant Soil	Low N_No Plant Soil	No Plant Soil_Low N	Soil Between Rows_Low N	Low N_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil	No Plant Soil_No Plant Soil_Low N	No Plant Soil_No Plant Soil_Low N	10.68337527
CC0101FG1Z0718175340	Rhizosphere	Full N	G1	BTx623	Grain	Full N_Grain	Grain_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Grain	Grain_Rhizosphere	Grain_Rhizosphere_Full N	Rhizosphere_Grain_Full N	7.585561786
CC0101LG1Z0718175337	Rhizosphere	Low N	G1	BTx623	Grain	Low N_Grain	Grain_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Grain	Grain_Rhizosphere	Grain_Rhizosphere_Low N	Rhizosphere_Grain_Low N	8.379671244
CC0102FG3Z0718176134	Rhizosphere	Full N	G3	Btx642	Grain	Full N_Grain	Grain_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Grain	Grain_Rhizosphere	Grain_Rhizosphere_Full N	Rhizosphere_Grain_Full N	9.737742997
CC0102LG3Z0718176113	Rhizosphere	Low N	G3	Btx642	Grain	Low N_Grain	Grain_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Grain	Grain_Rhizosphere	Grain_Rhizosphere_Low N	Rhizosphere_Grain_Low N	5.668213727
CC0103FS10Z0718176135	Rhizosphere	Full N	S10	China17	Sweet	Full N_Sweet	Sweet_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Full N	Rhizosphere_Sweet_Full N	7.134876222
CC0103LS10Z0718176114	Rhizosphere	Low N	S10	China17	Sweet	Low N_Sweet	Sweet_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Low N	Rhizosphere_Sweet_Low N	10.36670825
CC0104FE17Z0718175341	Rhizosphere	Full N	E17	PI655972	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	6.311503471
CC0104LE17Z0718175338	Rhizosphere	Low N	E17	PI655972	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	6.39644131
CC0105FS2Z0718176136	Rhizosphere	Full N	S2	SanChiSan	Sweet	Full N_Sweet	Sweet_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Full N	Rhizosphere_Sweet_Full N	9.573934238
CC0106FE10Z0718176137	Rhizosphere	Full N	E10	PI297155	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	4.145778961
CC0106LE10Z0718176116	Rhizosphere	Low N	E10	PI297155	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	4.811588661
CC0107FE8Z0718176138	Rhizosphere	Full N	E8	M81e	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	7.374406846
CC0107LE8Z0718176117	Rhizosphere	Low N	E8	M81e	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	9.3065176
CC0108FS3Z0718176139	Rhizosphere	Full N	S3	ICSV700	Sweet	Full N_Sweet	Sweet_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Full N	Rhizosphere_Sweet_Full N	5.344706059
CC0108LS3Z0718178574	Rhizosphere	Low N	S3	ICSV700	Sweet	Low N_Sweet	Sweet_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Low N	Rhizosphere_Sweet_Low N	8.866275905
CC0109FS5Z0718176140	Rhizosphere	Full N	S5	Leoti	Sweet	Full N_Sweet	Sweet_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Full N	Rhizosphere_Sweet_Full N	10.23737926
CC0109LS5Z0718176119	Rhizosphere	Low N	S5	Leoti	Sweet	Low N_Sweet	Sweet_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Low N	Rhizosphere_Sweet_Low N	6.36096597
CC0110FE5Z0718176141	Rhizosphere	Full N	E5	PI35038	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	4.842908926
CC0110LE5Z0718176120	Rhizosphere	Low N	E5	PI35038	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	10.34895785
CC0111FE15Z0718176142	Rhizosphere	Full N	E15	PI152730	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	9.856329448
CC0111LE15Z0718176121	Rhizosphere	Low N	E15	PI152730	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	5.831051481
CC0112FE4Z0718176143	Rhizosphere	Full N	E4	PI329632	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	9.860699876
CC0112LE4Z0718176122	Rhizosphere	Low N	E4	PI329632	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	10.49900372
CC0113FE14Z0718175342	Rhizosphere	Full N	E14	Grassl	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	7.977208392
CC0113LE14Z0718175339	Rhizosphere	Low N	E14	Grassl	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	6.463480016
CC0114FS8Z0718176144	Rhizosphere	Full N	S8	Rio	Sweet	Full N_Sweet	Sweet_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Full N	Rhizosphere_Sweet_Full N	4.980213638
CC0114LS8Z0718176123	Rhizosphere	Low N	S8	Rio	Sweet	Low N_Sweet	Sweet_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Low N	Rhizosphere_Sweet_Low N	10.05797348
CC0115FE6Z0718176145	Rhizosphere	Full N	E6	PI585954	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	7.921200529
CC0115LE6Z0718176124	Rhizosphere	Low N	E6	PI585954	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	5.156222627
CC0116FE3Z0718176146	Rhizosphere	Full N	E3	PI505735	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	6.32833914
CC0116LE3Z0718176125	Rhizosphere	Low N	E3	PI505735	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	5.971614307
CC0117FS6Z0718176147	Rhizosphere	Full N	S6	ChineseAmber	Sweet	Full N_Sweet	Sweet_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Full N	Rhizosphere_Sweet_Full N	10.57080294
CC0117LS6Z0718176126	Rhizosphere	Low N	S6	ChineseAmber	Sweet	Low N_Sweet	Sweet_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Low N	Rhizosphere_Sweet_Low N	10.87739951
CC0118FE7Z0718176148	Rhizosphere	Full N	E7	NTJ2	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	4.49792141
CC0118LE7Z0718176127	Rhizosphere	Low N	E7	NTJ2	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	9.825013706
CC0119FE1Z0718176149	Rhizosphere	Full N	E1	PI329311	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	5.889268215
CC0119LE1Z0718176128	Rhizosphere	Low N	E1	PI329311	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	10.81514607
CC0120FS4Z0718176150	Rhizosphere	Full N	S4	Atlas	Sweet	Full N_Sweet	Sweet_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Full N	Rhizosphere_Sweet_Full N	9.713808174
CC0120LS4Z0718176129	Rhizosphere	Low N	S4	Atlas	Sweet	Low N_Sweet	Sweet_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Sweet	Sweet_Rhizosphere	Sweet_Rhizosphere_Low N	Rhizosphere_Sweet_Low N	9.042291414
CC0121FE11Z0718176151	Rhizosphere	Full N	E11	PI506069	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	10.40139652
CC0121LE11Z0718176130	Rhizosphere	Low N	E11	PI506069	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	10.77923249
CC0122FE9Z0718176152	Rhizosphere	Full N	E9	PI229841	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	6.366680919
CC0122LE9Z0718176131	Rhizosphere	Low N	E9	PI229841	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	10.53020634
CC0123FE13Z0718176153	Rhizosphere	Full N	E13	PI297130	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	3.64951574
CC0123LE13Z0718176132	Rhizosphere	Low N	E13	PI297130	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	10.68486716
CC0124FE18Z0718176154	Rhizosphere	Full N	E18	PI510757	Energy	Full N_Energy	Energy_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Full N	Rhizosphere_Energy_Full N	10.08814208
CC0124LE18Z0718176133	Rhizosphere	Low N	E18	PI510757	Energy	Low N_Energy	Energy_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Energy	Energy_Rhizosphere	Energy_Rhizosphere_Low N	Rhizosphere_Energy_Low N	8.997595643
CC0201FG1Z0718175346	Rhizosphere	Full N	G1	BTx623	Grain	Full N_Grain	Grain_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Grain	Grain_Rhizosphere	Grain_Rhizosphere_Full N	Rhizosphere_Grain_Full N	7.063015391
CC0201LG1Z0718175343	Rhizosphere	Low N	G1	BTx623	Grain	Low N_Grain	Grain_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Grain	Grain_Rhizosphere	Grain_Rhizosphere_Low N	Rhizosphere_Grain_Low N	6.652205068
CC0202FG3Z0718176176	Rhizosphere	Full N	G3	Btx642	Grain	Full N_Grain	Grain_Full N	Rhizosphere_Full N	Full N_Rhizosphere	Rhizosphere_Grain	Grain_Rhizosphere	Grain_Rhizosphere_Full N	Rhizosphere_Grain_Full N	9.103690665
CC0202LG3Z0718176155	Rhizosphere	Low N	G3	Btx642	Grain	Low N_Grain	Grain_Low N	Rhizosphere_Low N	Low N_Rhizosphere	Rhizosphere_Grain	Grain_Rhizosphere	Grain_Rhizosphere_Low N	Rhizosphere_Grain_Low N	10.16475152
